seqid,model_score
0,1144.6337
1,1150.8021
2,1147.7229
3,1142.78
4,1134.4724
5,1130.0543
6,1131.6934
7,1111.1553
8,1115.7734
9,1109.1528
10,1102.9487
11,1089.4053
12,1055.8427
13,1043.803
14,1045.4762
15,1039.3771
16,1047.936
17,1033.0696
18,1020.6719
19,986.8436
20,989.0062
21,979.7865
22,961.86115
23,938.87024
24,933.6053
25,919.45703
26,917.013
27,916.54724
28,910.73065
29,902.8244
30,886.6762
31,884.6579
32,884.3959
33,885.7525
34,901.83466
35,899.27563
36,905.771
37,903.94495
38,919.7077
39,918.6735
40,911.20245
41,926.8345
42,905.09033
43,907.8348
44,898.2171
45,894.5838
46,899.938
47,888.9056
48,886.1705
49,880.9854
50,1163.192
51,1168.9188
52,1189.1993
53,1170.7483
54,1170.1062
55,1154.6294
56,1163.9272
57,1148.2971
58,1147.487
59,1146.7443
60,1142.988
61,1134.85
62,1122.93
63,1119.8469
64,1117.0947
65,1112.2513
66,1117.3495
67,1110.301
68,1111.6305
69,1106.4552
70,1105.727
71,1098.3442
72,1101.3479
73,1086.416
74,1077.2341
75,1077.111
76,1072.5748
77,1070.5061
78,1072.6874
79,1069.3165
80,1061.9523
81,1061.5568
82,1040.9233
83,1005.9134
84,996.6372
85,987.71375
86,990.4859
87,985.87286
88,974.35345
89,975.41547
90,985.5949
91,987.5559
92,971.267
93,949.8199
94,939.3737
95,918.3589
96,916.6453
97,909.2649
98,899.0439
99,903.59937
100,1123.1075
101,1106.1755
102,1112.9991
103,1070.6837
104,1045.9106
105,1029.0841
106,1008.58997
107,1009.99207
108,1007.8246
109,999.3707
110,994.50256
111,970.9596
112,976.7171
113,970.17
114,952.90027
115,943.48157
116,941.66077
117,932.3651
118,920.83203
119,898.82745
120,908.38885
121,908.64795
122,896.71295
123,900.4872
124,904.22766
125,888.7893
126,879.147
127,853.3142
128,839.4971
129,848.28375
130,849.05237
131,815.24036
132,810.65515
133,831.17303
134,832.3423
135,829.4217
136,813.8255
137,810.5436
138,788.5629
139,783.699
140,783.51404
141,771.4365
142,762.57886
143,765.70233
144,767.02606
145,768.0451
146,768.5375
147,760.502
148,759.53015
149,776.4835
150,1165.8922
151,1167.1857
152,1152.5652
153,1153.6312
154,1113.0223
155,1102.1104
156,1118.5597
157,1082.7826
158,1076.5756
159,1073.5917
160,1025.522
161,1034.1288
162,1024.8961
163,1014.4028
164,1016.9422
165,1018.7106
166,1030.361
167,1027.6923
168,1019.35626
169,1028.531
170,1040.1697
171,1037.299
172,1008.5858
173,996.3586
174,999.9276
175,997.1491
176,999.0714
177,962.18085
178,961.5145
179,938.4435
180,933.4081
181,929.3229
182,920.08777
183,879.0965
184,875.7418
185,877.5122
186,877.7261
187,890.1846
188,892.60596
189,886.67145
190,895.5813
191,896.9708
192,871.6194
193,857.8728
194,873.25604
195,874.74506
196,886.16766
197,870.7325
198,885.33075
199,881.5552
200,1157.0934
201,1159.2468
202,1162.406
203,1145.3096
204,1117.3767
205,1102.0223
206,1084.0912
207,1099.1726
208,1092.435
209,1068.9318
210,1040.4425
211,1029.2699
212,1029.5776
213,1010.1755
214,992.7036
215,990.9279
216,995.86926
217,992.8233
218,978.55505
219,959.5554
220,925.99915
221,921.1824
222,905.16016
223,900.43225
224,891.92426
225,888.9862
226,885.574
227,873.71063
228,871.3218
229,885.9794
230,882.4967
231,914.7154
232,921.7899
233,915.1395
234,901.6837
235,887.42737
236,869.5762
237,872.5899
238,832.5722
239,846.19934
240,833.4177
241,834.50726
242,821.72534
243,792.77405
244,793.66626
245,785.49835
246,782.0681
247,778.7461
248,767.85406
249,760.14484
250,1223.2218
251,1214.485
252,1202.2339
253,1192.1694
254,1187.4894
255,1157.813
256,1155.722
257,1151.4796
258,1147.3313
259,1120.5583
260,1106.6699
261,1096.7075
262,1090.2327
263,1087.2245
264,1069.7792
265,1059.175
266,1051.5441
267,1055.7291
268,1070.2986
269,1071.7632
270,1063.2526
271,1055.7615
272,1042.1324
273,1041.3606
274,1033.1697
275,1030.1107
276,1023.6889
277,1022.77374
278,1022.45844
279,1032.1387
280,1023.8319
281,1031.4021
282,1023.0429
283,1009.0921
284,996.4228
285,998.99274
286,987.5169
287,976.0785
288,968.4387
289,958.9514
290,971.93805
291,950.4649
292,934.9437
293,892.2363
294,875.4489
295,882.1919
296,860.8135
297,845.66907
298,848.8691
299,828.5331
300,1159.3951
301,1153.1531
302,1158.6035
303,1155.588
304,1176.9679
305,1163.5248
306,1161.269
307,1147.9913
308,1145.1613
309,1110.9055
310,1089.4836
311,1094.7964
312,1071.7456
313,1077.4232
314,1067.8541
315,1056.6919
316,1066.2114
317,1053.0165
318,1051.2126
319,1043.8732
320,1024.251
321,1015.10376
322,1010.5004
323,986.00916
324,958.988
325,961.1759
326,967.8982
327,953.99567
328,939.59753
329,938.7013
330,913.41
331,907.6051
332,900.9591
333,892.4654
