seqid,model_score
0,1345.9604
1,1343.766
2,1343.6075
3,1342.7389
4,1345.0013
5,1348.0192
6,1344.2277
7,1344.0842
8,1344.7241
9,1344.7856
10,1342.29
11,1343.3167
12,1343.5828
13,1343.1334
14,1338.1003
15,1336.3822
16,1334.5449
17,1333.0731
18,1335.9723
19,1343.9288
20,1346.919
21,1344.135
22,1343.3065
23,1339.4203
24,1339.2311
25,1341.5149
26,1343.3433
27,1342.1406
28,1342.0184
29,1339.4095
30,1339.2123
31,1336.8007
32,1336.6664
33,1339.4218
34,1333.0972
35,1332.3612
36,1335.5665
37,1335.2798
38,1334.3169
39,1334.6589
40,1341.3167
41,1341.0454
42,1345.4004
43,1339.8353
44,1339.792
45,1340.4463
46,1337.2269
47,1341.2732
48,1340.8865
49,1342.3668
50,1341.9681
51,1343.167
52,1342.4839
53,1341.1016
54,1341.2675
55,1338.3192
56,1335.6656
57,1336.3795
58,1336.102
59,1339.0802
60,1341.8794
61,1342.3234
62,1342.6536
63,1343.7703
64,1344.1068
65,1347.9685
66,1349.5875
67,1335.4253
68,1334.8816
69,1336.6447
70,1336.9991
71,1337.5073
72,1336.8977
73,1338.1604
74,1338.8711
75,1339.2843
76,1342.1118
77,1341.4214
78,1341.2366
79,1346.0706
80,1344.0618
81,1347.9084
82,1348.907
83,1346.6094
84,1343.9543
85,1341.7612
86,1343.5098
87,1345.3882
88,1345.5992
89,1344.4121
90,1345.4115
91,1344.8939
92,1345.9165
93,1344.3112
94,1341.8239
95,1342.0367
96,1341.0249
97,1335.9098
98,1336.0184
99,1334.4663
100,1335.3591
101,1335.1206
102,1338.096
103,1334.6344
104,1335.422
105,1336.6284
106,1333.8752
107,1333.3132
108,1335.661
109,1335.7705
110,1337.5149
111,1333.4454
112,1332.1956
113,1329.2827
114,1330.6907
115,1332.557
116,1332.3628
117,1332.307
118,1333.3306
119,1332.2904
120,1334.53
121,1333.2869
122,1330.0955
123,1330.7504
124,1329.1718
125,1325.8132
126,1327.8821
127,1327.9832
128,1328.2048
129,1327.9535
130,1328.3203
131,1330.8374
132,1328.7946
133,1321.0854
134,1319.1324
135,1315.6093
136,1316.2157
137,1318.3469
138,1321.2068
139,1321.1621
140,1337.4031
141,1336.6288
142,1334.8933
143,1340.402
144,1340.682
145,1341.0232
146,1341.2031
147,1341.1394
148,1336.6494
149,1337.5248
150,1335.5747
151,1333.4095
152,1335.5159
153,1337.6864
154,1336.3944
155,1335.7815
156,1335.785
157,1336.1511
158,1338.022
159,1337.816
160,1338.7714
161,1339.1934
162,1342.5082
163,1346.2843
164,1345.8826
165,1347.3568
166,1341.8658
167,1349.6975
168,1348.8612
169,1349.4897
170,1351.7759
171,1355.7043
172,1358.1058
173,1354.91
174,1337.4768
175,1336.8762
176,1336.546
177,1334.8732
178,1334.8163
179,1333.6439
180,1334.2927
181,1333.7961
182,1335.8064
183,1333.5082
184,1333.3141
185,1334.8794
186,1335.832
187,1335.3765
188,1339.7772
189,1340.1837
190,1341.1494
191,1340.3352
192,1342.0029
193,1348.2474
194,1346.1034
195,1342.3031
196,1348.5719
197,1346.3346
198,1346.7101
199,1345.3641
200,1342.3096
201,1346.3486
202,1346.396
203,1346.9866
204,1350.1039
205,1351.4462
206,1354.2141
207,1355.3557
208,1355.6838
209,1352.1858
210,1348.5868
211,1344.7507
212,1341.9497
213,1341.6936
214,1338.4707
215,1339.5009
216,1339.7268
217,1339.3495
218,1338.6343
219,1336.0416
220,1338.0532
221,1336.5205
222,1338.2274
223,1337.8044
224,1338.0844
225,1341.5972
226,1342.9513
227,1338.1387
228,1337.8071
229,1336.7544
230,1336.1492
231,1335.3534
232,1338.5316
233,1338.15
234,1338.0302
235,1333.9906
236,1334.8884
237,1334.4723
238,1330.7958
239,1327.3765
240,1322.5044
241,1321.7875
242,1322.0665
243,1320.1501
244,1315.8469
245,1359.6846
246,1360.4457
247,1357.1249
248,1353.1903
249,1351.7183
250,1351.875
251,1348.2539
252,1348.825
253,1348.5775
254,1348.6107
255,1345.5713
256,1344.5703
257,1341.4636
258,1341.515
259,1340.5712
260,1339.095
261,1345.0074
262,1347.5121
263,1339.4531
264,1341.1593
265,1342.1718
266,1341.7878
267,1342.6323
268,1343.7686
269,1343.7219
270,1338.8177
271,1339.8357
272,1341.4479
273,1342.6965
274,1336.6085
275,1337.3296
276,1336.834
277,1336.1672
278,1348.2992
279,1347.5289
280,1346.1896
281,1345.2151
282,1346.5997
283,1346.601
284,1343.657
285,1344.4114
286,1344.9991
287,1349.5717
288,1348.6998
289,1348.047
290,1346.841
291,1345.3168
292,1346.2789
293,1345.8741
294,1345.0797
295,1347.3328
296,1343.91
297,1345.8777
298,1345.3939
299,1346.8363
300,1346.6118
301,1342.9984
302,1342.4302
303,1342.0454
304,1344.4325
305,1341.22
306,1341.5985
307,1343.2256
308,1342.5295
309,1341.6869
310,1341.8416
311,1353.9801
312,1353.2258
313,1353.1505
314,1347.701
315,1344.4916
316,1348.9302
317,1347.5814
318,1347.3126
319,1347.4385
320,1344.3937
321,1346.1132
322,1349.4807
323,1349.5978
324,1354.8778
325,1355.9703
326,1352.4916
327,1354.033
328,1354.448
329,1355.0067
330,1348.9563
331,1355.6366
332,1355.0806
333,1348.6769
334,1347.755
335,1348.5682
336,1348.1969
337,1344.4814
338,1343.767
339,1342.4478
340,1343.388
341,1344.9799
342,1345.0535
343,1341.578
344,1343.3138
345,1353.4233
346,1350.7816
347,1352.6274
348,1352.2533
349,1350.5969
350,1347.5587
351,1346.1915
352,1344.054
353,1340.336
354,1338.7626
355,1340.1019
356,1339.7703
357,1339.8062
358,1339.3857
359,1339.4768
360,1340.5667
361,1337.6436
362,1339.6096
363,1340.7988
364,1340.9127
365,1341.2535
366,1343.4679
367,1343.4595
368,1344.8695
369,1347.9906
370,1347.2977
371,1346.6567
372,1346.7606
373,1344.0826
374,1344.3948
375,1344.6202
376,1340.6755
377,1340.6876
378,1338.1003
379,1337.9484
380,1336.8956
381,1337.837
382,1337.8335
383,1338.2501
