seqid,model_score
0,1366.5374
1,1366.2635
2,1367.8274
3,1366.8535
4,1367.2649
5,1367.51
6,1369.6217
7,1369.2373
8,1370.5269
9,1370.3068
10,1370.1992
11,1370.3271
12,1370.8188
13,1370.666
14,1371.5105
15,1371.3619
16,1372.6941
17,1370.3766
18,1369.9968
19,1370.1873
20,1370.4867
21,1362.5057
22,1362.285
23,1361.9634
24,1363.8635
25,1366.4435
26,1366.2434
27,1366.4143
28,1366.8988
29,1368.5239
30,1367.5254
31,1370.7096
32,1369.5001
33,1372.832
34,1373.2743
35,1375.6748
36,1380.0813
37,1379.4381
38,1380.3605
39,1380.0597
40,1381.5038
41,1382.3168
42,1382.7852
43,1382.1046
44,1383.1808
45,1382.2618
46,1381.0325
47,1381.0538
48,1382.4072
49,1377.1885
50,1378.007
51,1380.9556
52,1380.3167
53,1380.7227
54,1379.8063
55,1380.6057
56,1381.6383
57,1379.9785
58,1382.3148
59,1384.611
60,1384.0059
61,1386.0009
62,1384.2787
63,1383.4733
64,1383.7155
65,1384.0289
66,1388.7802
67,1390.2368
68,1390.0416
69,1364.1791
70,1363.4032
71,1363.9491
72,1363.7814
73,1363.2477
74,1365.608
75,1366.9246
76,1368.078
77,1368.8093
78,1369.5969
79,1368.9333
80,1368.0537
81,1368.3113
82,1366.8213
83,1368.8647
84,1370.0698
85,1370.1349
86,1369.6534
87,1373.3419
88,1373.3859
89,1370.6134
90,1369.3639
91,1369.2095
92,1369.5874
93,1363.7617
94,1366.5602
95,1368.2467
96,1368.2981
97,1369.4315
98,1370.1461
99,1370.6206
100,1370.8187
101,1372.3163
102,1372.4893
103,1372.3748
104,1371.6067
105,1372.5632
106,1373.1178
107,1374.2733
108,1373.8799
109,1373.0336
110,1378.5771
111,1378.8027
112,1376.4165
113,1377.9534
114,1378.9658
115,1362.1287
116,1361.4341
117,1362.3206
118,1365.6664
119,1366.9247
120,1367.3401
121,1367.0708
122,1367.9752
123,1368.0557
124,1373.4601
125,1374.7032
126,1378.611
127,1380.3403
128,1382.8989
129,1380.4406
130,1381.8118
131,1381.9563
132,1383.5625
133,1381.4509
134,1383.7761
135,1383.7656
136,1386.1881
137,1387.7489
138,1386.126
139,1383.4534
140,1387.0087
141,1374.7734
142,1375.049
143,1375.549
144,1376.09
145,1374.8634
146,1374.1234
147,1375.0643
148,1376.0931
149,1377.5186
150,1377.7367
151,1377.967
152,1377.4364
153,1378.2457
154,1379.055
155,1377.9648
156,1379.7389
157,1381.2465
158,1381.6008
159,1382.5074
160,1382.9432
161,1359.194
162,1358.7443
163,1358.8282
164,1359.7437
165,1360.6875
166,1360.1348
167,1364.3547
168,1363.9822
169,1363.4326
170,1366.2173
171,1365.4357
172,1366.4901
173,1367.0825
174,1365.2733
175,1365.2993
176,1366.32
177,1369.042
178,1368.7349
179,1370.1306
180,1371.8271
181,1372.4637
182,1372.8198
183,1373.1097
184,1373.7819
185,1374.9425
186,1365.8829
187,1365.0808
188,1366.8412
189,1366.7926
190,1367.9884
191,1368.7382
192,1370.4839
193,1370.5319
194,1371.7708
195,1371.2915
196,1370.5566
197,1371.3398
198,1372.7047
199,1374.9767
200,1375.3999
201,1374.4556
202,1374.6172
203,1376.2688
204,1374.3229
205,1374.6705
206,1373.4006
207,1373.965
208,1375.3909
209,1363.7838
210,1369.1146
211,1371.0052
212,1369.6013
213,1371.1382
214,1371.6245
215,1371.2783
216,1372.6306
217,1376.1307
218,1378.7197
219,1376.4232
220,1378.1456
221,1379.1654
222,1381.0488
223,1382.3108
224,1383.988
225,1385.2543
226,1384.9957
227,1385.8052
228,1367.4022
229,1368.7357
230,1369.1222
231,1370.9647
232,1370.2986
233,1370.1552
234,1370.1077
235,1370.4242
236,1371.3987
237,1369.734
238,1369.9469
239,1370.3612
240,1370.2245
241,1370.9819
242,1369.6675
243,1369.4001
244,1369.0428
245,1366.5033
246,1367.1199
247,1367.8687
248,1369.5353
249,1371.1398
250,1371.1368
251,1371.7413
252,1372.482
253,1370.7684
254,1373.0737
255,1373.1847
256,1377.4288
257,1382.6124
258,1383.037
259,1352.8708
260,1352.56
261,1355.4651
262,1356.085
263,1358.4523
264,1359.4678
265,1360.7184
266,1362.0743
267,1362.6366
268,1362.2418
269,1362.4241
270,1363.1471
271,1364.58
272,1366.0607
273,1363.5813
274,1363.3674
275,1362.6143
276,1362.1622
277,1362.1299
278,1365.5425
279,1366.9166
280,1368.9248
281,1368.1965
282,1367.5321
283,1367.4155
284,1367.9194
285,1368.5579
286,1368.443
287,1368.4305
288,1367.857
289,1367.3864
290,1367.5446
291,1369.9476
292,1369.5176
293,1374.5303
294,1375.2589
295,1376.5397
296,1377.3927
297,1378.285
298,1378.9464
299,1379.0012
300,1378.3267
301,1377.2688
302,1376.7994
303,1380.5188
304,1354.5122
305,1357.5917
306,1358.4634
307,1356.2317
308,1356.6315
309,1357.1283
310,1357.6156
311,1358.9718
312,1358.31
313,1358.0502
314,1358.8047
315,1359.5333
316,1362.2837
317,1363.7571
318,1367.3265
319,1368.3851
320,1366.888
321,1365.8958
322,1367.9171
323,1370.8595
324,1373.6222
325,1375.8508
326,1381.6641
327,1381.3534
328,1361.9314
329,1362.5099
330,1362.7712
331,1363.8318
332,1362.356
333,1365.4187
334,1365.5623
335,1368.2765
336,1368.6588
337,1367.7767
338,1373.6927
339,1372.6122
340,1371.1777
341,1370.5653
342,1369.5939
343,1368.7466
344,1368.5614
345,1366.826
346,1366.1992
347,1366.5748
348,1366.494
349,1366.3313
350,1367.4463
351,1367.6038
352,1367.9001
353,1360.489
354,1358.3596
355,1359.4156
356,1359.954
357,1359.2238
358,1360.3253
359,1361.1781
360,1360.6589
361,1362.7623
362,1363.0836
363,1369.6794
364,1370.495
365,1370.4913
366,1371.142
367,1369.2839
368,1369.5504
369,1370.517
370,1372.7268
371,1374.8483
372,1375.3107
373,1375.6932
374,1375.7988
375,1376.3837
376,1375.957
377,1376.6863
378,1377.796
379,1376.9718
380,1365.3514
381,1366.0399
382,1376.6907
383,1376.7295
384,1375.2094
385,1375.6061
386,1378.8484
387,1381.0262
388,1381.4618
389,1381.8306
390,1381.7566
391,1381.3007
392,1380.8969
393,1380.9838
394,1382.2899
395,1383.2975
396,1382.8763
397,1383.9417
398,1364.5951
399,1365.4569
400,1365.1196
401,1365.5344
402,1365.2843
403,1365.9954
404,1365.7646
405,1365.9576
406,1363.9471
407,1363.8044
408,1365.224
409,1365.0994
410,1363.9979
411,1362.9431
412,1363.6116
413,1365.2607
414,1367.1943
415,1367.1301
416,1367.5614
417,1371.519
418,1375.7046
419,1375.8447
420,1374.9701
421,1376.2964
422,1376.3601
423,1377.4884
424,1370.5822
425,1373.005
426,1373.1111
427,1371.1405
428,1372.211
429,1373.5452
430,1372.8285
431,1373.0006
432,1374.096
433,1375.4541
434,1376.0312
435,1377.6816
436,1378.4958
437,1377.0024
438,1378.45
439,1379.05
440,1381.7925
441,1382.4501
442,1383.2456
