seqid,model_score
0,1337.3762
1,1330.5636
2,1331.819
3,1331.568
4,1332.0625
5,1330.7274
6,1327.3997
7,1325.1252
8,1321.2747
9,1333.5607
10,1332.5768
11,1331.365
12,1326.4075
13,1328.4806
14,1327.7682
15,1332.6787
16,1330.3865
17,1330.4193
18,1338.328
19,1338.4344
20,1335.3164
21,1334.4509
22,1335.2139
23,1333.8074
24,1333.9753
25,1339.0784
26,1335.3333
27,1333.7465
28,1333.7186
29,1333.2957
30,1330.051
31,1328.2784
32,1328.713
33,1324.3108
34,1325.2772
35,1322.521
36,1316.6343
37,1318.4626
38,1320.3292
39,1316.3478
40,1316.8901
41,1317.8318
42,1311.6808
43,1305.53
44,1301.1543
45,1301.1935
46,1299.7524
47,1294.2361
48,1294.9175
49,1294.7155
50,1299.7151
51,1300.6006
52,1303.2823
53,1302.9459
54,1305.8766
55,1307.2172
56,1309.3652
57,1311.5693
58,1313.2544
59,1314.0
60,1307.9377
61,1298.988
62,1297.1948
63,1302.0798
64,1308.4237
65,1307.1803
66,1304.2097
67,1300.2621
68,1298.6749
69,1294.2188
70,1295.9537
71,1293.6924
72,1293.0815
73,1294.8983
74,1294.5132
75,1294.511
76,1295.3777
77,1289.6829
78,1288.1064
79,1286.2142
80,1289.8276
81,1289.8033
82,1294.7892
83,1295.0314
84,1329.6514
85,1323.5126
86,1322.2614
87,1323.9526
88,1324.856
89,1321.75
90,1319.8152
91,1319.0726
92,1325.062
93,1324.7944
94,1331.4243
95,1330.9875
96,1337.7655
97,1338.9336
98,1333.415
99,1330.139
100,1329.9719
101,1332.1201
102,1330.8477
103,1329.8502
104,1325.5485
105,1329.8821
106,1327.5476
107,1327.3027
108,1326.2625
109,1324.1248
110,1324.2675
111,1322.0203
112,1318.4359
113,1318.4115
114,1318.0367
115,1315.3842
116,1310.6808
117,1307.4989
118,1305.4688
119,1303.9912
120,1307.5201
121,1308.9473
122,1302.4695
123,1298.5265
124,1298.7874
125,1299.2893
126,1333.4021
127,1332.7457
128,1332.726
129,1331.8323
130,1330.7594
131,1330.7007
132,1331.4265
133,1321.8298
134,1321.3103
135,1316.6133
136,1313.5659
137,1313.2572
138,1314.7166
139,1316.4243
140,1320.439
141,1316.0648
142,1315.5006
143,1314.507
144,1317.3918
145,1305.8064
146,1306.3699
147,1307.0305
148,1305.1627
149,1304.5859
150,1305.0126
151,1304.9205
152,1304.6576
153,1302.0325
154,1294.9833
155,1298.3319
156,1294.9739
157,1297.3495
158,1296.9944
159,1296.7899
160,1295.3892
161,1293.3691
162,1290.8367
163,1288.4164
164,1289.1676
165,1289.9125
166,1293.6482
167,1291.0204
168,1295.8041
169,1288.9926
170,1287.3383
171,1346.4468
172,1347.4265
173,1344.8972
174,1343.66
175,1339.8838
176,1337.227
177,1334.2233
178,1336.8683
179,1339.948
180,1333.0679
181,1331.584
182,1331.923
183,1323.3895
184,1321.0059
185,1323.6079
186,1320.3888
187,1319.8535
